timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2020-09-05,0.9993,1.0029,0.998,0.9999,39653607.41,2020-09-05 23:59:59.999,39651651.694842,45661,19544944.32,19544774.418613,0
2020-09-06,0.9999,1.003,0.9946,0.9999,32808100.91,2020-09-06 23:59:59.999,32806317.159591,40759,17211399.64,17212158.181148,0
2020-09-07,0.9998,1.0028,0.9992,1.0,32572957.46,2020-09-07 23:59:59.999,32573122.05025,35137,15873447.31,15873534.638292,0
2020-09-08,1.0,1.0006,0.9963,1.0002,31528730.07,2020-09-08 23:59:59.999,31526841.114868,32576,16084785.48,16084964.324241,0
2020-09-09,1.0003,1.001,0.9993,0.9998,36331842.1,2020-09-09 23:59:59.999,36331957.841207,35253,17342769.16,17342804.464357,0
2020-09-10,0.9997,1.0009,0.9986,0.9997,38385579.75,2020-09-10 23:59:59.999,38367889.885105,34998,18408775.82,18401175.736677,0
2020-09-11,0.9997,1.0011,0.9991,0.9994,37911344.6,2020-09-11 23:59:59.999,37907434.528695,31079,17787697.31,17786681.852427,0
2020-09-12,0.9995,1.001,0.9991,0.9999,29099519.04,2020-09-12 23:59:59.999,29098383.491525,27301,13164606.85,13164469.004407,0
2020-09-13,0.9998,1.0015,0.9991,0.9999,33325056.06,2020-09-13 23:59:59.999,33323553.356253,31218,15862875.64,15862859.813649,0
2020-09-14,0.9999,1.0009,0.9993,0.9998,44963569.59,2020-09-14 23:59:59.999,44957353.323592,36779,20695884.02,20693835.815063,0
2020-09-15,0.9998,1.0008,0.9995,1.0,32282360.52,2020-09-15 23:59:59.999,32279417.966996,27255,16812666.07,16811692.876997,0
2020-09-16,1.0001,1.0006,0.9994,1.0,41535280.48,2020-09-16 23:59:59.999,41531723.876504,33717,20074737.94,20073910.484482,0
2020-09-17,1.0,1.001,0.999,0.9999,41911955.72,2020-09-17 23:59:59.999,41912331.293425,26943,20666599.03,20667116.901788,0
2020-09-18,0.9999,1.0025,0.9992,0.9999,41329791.99,2020-09-18 23:59:59.999,41327586.072948,29507,21515579.59,21515443.155597,0
2020-09-19,0.9999,1.0005,0.9995,0.9999,25124569.28,2020-09-19 23:59:59.999,25124334.903379,19985,11951384.14,11951593.290612,0
2020-09-20,0.9999,1.002,0.9995,1.0001,29558171.99,2020-09-20 23:59:59.999,29566073.971267,22171,12140821.18,12144035.865527,0
2020-09-21,1.0001,1.0025,0.9995,1.0001,40208646.77,2020-09-21 23:59:59.999,40218099.369105,31496,21955689.08,21962711.615534,0
2020-09-22,1.0001,1.0007,0.9998,0.9999,25456071.49,2020-09-22 23:59:59.999,25459563.734615,19198,12799817.88,12802057.681532,0
2020-09-23,0.9999,1.0051,0.9995,1.0004,44609564.9,2020-09-23 23:59:59.999,44642978.959803,30032,23109904.49,23132402.842115,0
2020-09-24,1.0004,1.001,0.9997,0.9998,30956911.76,2020-09-24 23:59:59.999,30960401.617448,21757,13252178.12,13254569.846211,0
2020-09-25,0.9997,1.0007,0.9995,0.9995,29962481.18,2020-09-25 23:59:59.999,29958871.962013,23023,11198940.36,11198576.696318,0
2020-09-26,0.9996,1.0001,0.9995,0.9998,18647086.97,2020-09-26 23:59:59.999,18641054.161043,14386,8062278.49,8060197.760463,0
2020-09-27,0.9998,1.0004,0.9995,0.9999,16472036.01,2020-09-27 23:59:59.999,16468756.444571,13530,7746459.96,7745294.930391,0
2020-09-28,0.9999,1.0004,0.9994,1.0003,20041326.97,2020-09-28 23:59:59.999,20038477.774714,17172,10616240.31,10615112.070295,0
2020-09-29,1.0002,1.0006,0.9997,1.0,28037730.56,2020-09-29 23:59:59.999,28045032.627792,20398,17106185.66,17111318.259174,0
2020-09-30,1.0001,1.0007,0.9997,0.9999,28060807.73,2020-09-30 23:59:59.999,28067498.936837,24317,15993414.71,15997754.570955,0
2020-10-01,0.9999,1.0012,0.9996,1.0003,41869323.64,2020-10-01 23:59:59.999,41881318.982522,26526,21130673.01,21139547.026596,0
2020-10-02,1.0002,1.001,0.999,0.9998,35174198.51,2020-10-02 23:59:59.999,35179106.763181,26819,11870106.8,11873369.530268,0
2020-10-03,0.9999,1.0006,0.9997,0.9997,17507728.49,2020-10-03 23:59:59.999,17505169.905477,12953,7409102.53,7408541.677387,0
2020-10-04,0.9997,1.0003,0.9996,0.9998,18288701.08,2020-10-04 23:59:59.999,18284671.033287,17227,8230663.91,8229202.823069,0
2020-10-05,0.9997,1.0002,0.9996,0.9999,19772805.17,2020-10-05 23:59:59.999,19768656.324306,17920,8829360.17,8827837.888217,0
