Random Forest_cumulative_mean,Random Forest_cumulative_std,Random Forest_cumulative_min,Random Forest_cumulative_max,Random Forest_cumulative_median,Gradient Boosting_cumulative_mean,Gradient Boosting_cumulative_std,Gradient Boosting_cumulative_min,Gradient Boosting_cumulative_max,Gradient Boosting_cumulative_median,Logistic Regression_cumulative_mean,Logistic Regression_cumulative_std,Logistic Regression_cumulative_min,Logistic Regression_cumulative_max,Logistic Regression_cumulative_median,VQE Classifier_cumulative_mean,VQE Classifier_cumulative_std,VQE Classifier_cumulative_min,VQE Classifier_cumulative_max,VQE Classifier_cumulative_median,QNN_cumulative_mean,QNN_cumulative_std,QNN_cumulative_min,QNN_cumulative_max,QNN_cumulative_median,QSVM_cumulative_mean,QSVM_cumulative_std,QSVM_cumulative_min,QSVM_cumulative_max,QSVM_cumulative_median,QASA Hybrid_cumulative_mean,QASA Hybrid_cumulative_std,QASA Hybrid_cumulative_min,QASA Hybrid_cumulative_max,QASA Hybrid_cumulative_median,QASA Sequence_cumulative_mean,QASA Sequence_cumulative_std,QASA Sequence_cumulative_min,QASA Sequence_cumulative_max,QASA Sequence_cumulative_median,QuantumRWKV_cumulative_mean,QuantumRWKV_cumulative_std,QuantumRWKV_cumulative_min,QuantumRWKV_cumulative_max,QuantumRWKV_cumulative_median,Transformer_cumulative_mean,Transformer_cumulative_std,Transformer_cumulative_min,Transformer_cumulative_max,Transformer_cumulative_median,date
-0.002183775070988525,0.006890369743623452,-0.010331525045749523,0.010162253893074347,-0.003537580397216522,-0.0038812894582087145,0.004813176289076236,-0.008940813085513755,0.004480741857098902,-0.003877328546216363,0.0007323111883251965,0.005854071363746005,-0.008309605070055515,0.0090463186009202,0.000737857083531468,0.00027892821736865694,0.003370189620269142,-0.005350412440977226,0.00418801744575803,0.0008099231135545448,0.00972083163950659,0.004274330353960416,0.004109328808967083,0.01680745449921428,0.010029464459385906,-0.006666869808942444,0.009016908185012355,-0.022679221946042882,0.0035805224332943197,-0.002843035738449573,-0.001625608796953748,0.0042643600456862595,-0.007030018715259323,0.0029719519697422037,0.001040228376489205,0.002103259958815151,0.0036356438826332968,-0.0025662181875303336,0.007547539213149657,0.0018268122978579715,-0.0015379487706569162,0.006007197212122951,-0.0073215611030830186,0.008137740565277385,-0.004884157070770612,0.007287410266556727,0.00602719590543684,-0.00133230905195858,0.015331655827570456,0.005799949820681105,2024-01-01
-0.008660491661409564,0.0076760722653415195,-0.022254685693406828,-0.00028518446732828107,-0.008706656452229455,-0.0034009819079266813,0.005863059010516748,-0.012531940803091612,0.0029161804872115393,-0.0021490528063090597,0.002213222559320571,0.006387169034393966,-0.0075657675038532934,0.011388778020536616,0.0023619167775892347,0.0004342132431244705,0.003415182632292226,-0.006251775898792666,0.002979457448362588,0.0017484223852461955,0.007775476143468208,0.012348713619178647,-0.009393010793966594,0.028691903841389532,0.00458947167336321,-0.008606045629594328,0.00967815121626303,-0.021653060681563252,4.8662459635639976e-05,-0.0013016130585390417,0.0003527164257633553,0.005761517564814373,-0.005976870194326467,0.008398316909389969,-0.0015838209502675449,0.0019656900364365404,0.005118238293180104,-0.007570466224564032,0.0077870404248256975,0.0033174936500732777,0.005973103988606843,0.009537859114803785,-0.009986374098892359,0.014353470157116854,0.01153333470079465,0.012019987957707489,0.010418179643409657,-0.00025264870168306697,0.024677326426342683,0.012461048959062637,2024-01-02
-0.0014486612062945658,0.012109785527839846,-0.01907454817232701,0.01599859018729788,-0.0037069816429697866,0.00022320046799437777,0.013317059156777868,-0.018177772198183506,0.021291253003669297,0.002514270782663308,0.001141886230090594,0.0069192198152337285,-0.009393016729830173,0.011802119170857939,0.0020154380106449654,0.008642520037048084,0.0038366510636849947,0.0019937293165543934,0.013099349862179643,0.009324170309552793,0.008223724365622664,0.0182937025160028,-0.014220755344890978,0.04038285879710135,0.00495608522568336,-0.005481146253274183,0.012327922053475701,-0.018811920885586475,0.01685237335200096,-0.011060588531956683,0.0012706265733821054,0.004903934689298859,-0.0031886716635823875,0.01033978755720244,0.0005363673083280673,0.003284297703543304,0.009610006872507914,-0.01412708099641291,0.014911248851682712,0.005142988701440698,0.009657041040380477,0.009468458888681572,-0.0019232920011448273,0.025507322126109955,0.0087047171396879,0.018147373615629014,0.006130802867824673,0.009164171995069026,0.02472445241837873,0.02093780246502419,2024-01-03
-0.0035754640371058245,0.016868831514021052,-0.020683256782170423,0.02284579715503421,-0.007693065643145758,-0.003308842673289325,0.025101089620097383,-0.03871083717661883,0.03037445548923734,0.0050975280477949525,-0.0012654288964078608,0.006305208836931307,-0.009120978150824133,0.00925897589378133,-0.0011935644076137564,0.004928272392803667,0.00882217151764911,-0.0032800968134217845,0.020545149526014717,0.0025893229780789007,0.0115225023778458,0.015295291866824955,-0.00733807844128509,0.036624408175491174,0.014460042937751272,-0.003543258343891087,0.011229872248110407,-0.024451201050275095,0.008671392400967592,-0.0021693598030160244,0.00013691521619700885,0.01116482649173838,-0.014807561880575304,0.018626528076987947,-0.003458336104896542,0.00355480371783623,0.01242164806912937,-0.012478390376551296,0.02532204100033897,0.000834272003936487,0.011993727311794333,0.010821928040652322,-0.004089451373857966,0.027442241091091057,0.01485041716213864,0.025781563511645268,0.009478346548006646,0.009062037873789786,0.037895726202221036,0.028899762294121834,2024-01-04
-0.0025539696177488747,0.019798350265814526,-0.021568301284840663,0.03312532064186002,-0.013755957947727215,-0.00067773527798356,0.0339783064467523,-0.05284025249750979,0.04933909244460999,0.003391980149171747,-0.005073146442620002,0.006616810860208827,-0.016076854399346363,0.002397578512708387,-0.002949532448807801,0.006368226823800472,0.014454843779994278,-0.0200978025683638,0.02183310911972236,0.008673054747843523,0.007351263554614751,0.022743762264152444,-0.026573438859392007,0.0405184645553196,0.00036148904261756876,-0.012664232753223103,0.01386094674598781,-0.038138508961233386,-0.0009800478351701392,-0.005419534024019734,0.006051913433381073,0.016872067278756644,-0.018946423359701425,0.03175687296878804,0.006918145446508817,0.004229505664507682,0.016149838954705047,-0.014671798737875719,0.02677774847088421,-0.00022465388894343796,0.01061748747089548,0.011346932404710689,0.00014228373350833046,0.03197667261311854,0.006335647245529152,0.02400474306955196,0.02126985750394641,-0.012391967508321167,0.05252011222901287,0.028683277103145555,2024-01-05
-0.0011965422226640544,0.014650598815051749,-0.012657676115394922,0.02651327992636321,-0.010039708093344979,0.0029811624302843232,0.03443983178135588,-0.04758584948660527,0.05155514674667616,0.012039049674677393,-0.009174747643453784,0.010050695793152683,-0.021947413907038027,0.002166242953788089,-0.004721489915606725,0.0006418310190666298,0.015474465629348313,-0.021731952049871883,0.022686150616319622,-0.004035628193565843,0.004992269011023476,0.022031966853308608,-0.02095478092037606,0.04174658093569361,-0.004344601143284943,-0.011039519057383696,0.019734161717912868,-0.04865348504758005,0.009325682245051592,-0.004797608058216052,0.0059116604081909776,0.022674529971844954,-0.023654670196532224,0.04331382562876929,0.0077317126125096,0.0044307221282516625,0.011332187657139023,-0.011655626408393127,0.016512755164228565,0.008791990467797328,0.010247560463520022,0.015467978994014754,-0.004986285503614241,0.03886381142340967,0.0028517812074049242,0.02158531904929084,0.02144568497894125,-0.008352833363236667,0.051712952650622146,0.027441960270438104,2024-01-08
0.004908031007851243,0.01746905797395376,-0.012177496698958512,0.029315839053261517,-0.006225520136754703,-0.0015366881053889391,0.03596876574333828,-0.0630895402307331,0.04454277210096924,-0.0023236883119163165,-0.0012508427168886672,0.008199921986484211,-0.013933138475755835,0.009129827229574783,0.002722982933275775,-0.00961436003106848,0.016680912482138956,-0.03251370324989267,0.0172889241783325,-0.006566049573685451,0.0063230378335543454,0.026277200059734954,-0.025567681719607882,0.046971833262417384,0.014492230253802862,-0.012057046308879849,0.013356291433961396,-0.03842311410934296,-0.0024581494408651983,-0.007737917198851529,0.006385269178295849,0.030628380734136647,-0.026074863885893418,0.0636572292337354,-0.0030086470971828483,0.004377841952716866,0.009797179218780417,-0.007893029323493339,0.015920262654251616,0.005184389028180636,0.013227303841283077,0.011538977811566454,0.001737469808910097,0.032851901521410376,0.009138239748705423,0.027292185544685533,0.020790210956701125,0.0007140760379145128,0.05441289870413457,0.034191138970878,2024-01-09
0.006086689666104128,0.023964851169349127,-0.023658216925682596,0.04662227259167362,0.001942121069981484,-0.009957235108342876,0.04053259240284792,-0.06981291734580031,0.05094950217705785,-0.011888809959184732,-0.0013917993834249077,0.0082961081975673,-0.014939499548589086,0.009470980778722105,0.0005594116671401306,-0.00879382278784908,0.01765015888302821,-0.03483801458709923,0.018981930158468385,-0.013309179294702655,0.002159897791362586,0.023498207037970533,-0.028767795580594835,0.03487999339833103,0.007837666481512073,-0.003135853850272663,0.015694204183751437,-0.028613792606548616,0.01798796174249917,-0.001541608643193082,0.009939804704495847,0.03454346060524896,-0.02290338565173544,0.07253761679003756,-0.006330688863282363,0.005017820585091415,0.01200837635908925,-0.010274359940308009,0.020676191641249453,0.0033300544762557838,0.014666649613079886,0.012197363381401441,-0.004411471556524216,0.03248017035066186,0.012238174757230214,0.026404154945464397,0.02701404493617653,-0.006810500589767066,0.06076778702355079,0.037924552063688166,2024-01-10
0.002100754061301169,0.016373993100706506,-0.02046633818286203,0.030648191303767724,-0.0006541102071123683,-0.010153532640584672,0.042479418769291136,-0.07226557215915963,0.055102796141659915,-0.008973412577400697,-0.0006505365699747134,0.004962675124230902,-0.007731887275782445,0.006418594063386296,0.0002955757602631781,-0.007939434840785898,0.016455574214200883,-0.03459941488101914,0.01162373174236242,-0.004632920356541836,-0.0002501172927337203,0.03694266168115375,-0.05191185728623693,0.0470796411804304,0.012727255082192634,-0.0021782732072368914,0.016240527215452705,-0.022371030623847266,0.019492645275687837,0.001174059991194465,0.01140992977065578,0.03455481934945066,-0.023659128652194106,0.07370913678703928,-0.00012660363981764622,0.008557973744451464,0.014106917718662763,-0.012094239692720277,0.027637725261618673,0.004602044728762467,0.017134538564199886,0.011008854621396818,0.0011677900533570984,0.028396993694500328,0.022010899250064497,0.018084374312201577,0.026006186776768418,-0.01453902312483013,0.056050289010293186,0.01731743956536569,2024-01-11
-0.0003625518534396743,0.014380866515734524,-0.02337277008777583,0.022087162986102804,-0.00028563751926924397,-0.018132902633685367,0.046014959514652606,-0.08184008712993551,0.05090134354559073,-0.014386331043704681,6.316362168625744e-05,0.007965101339684259,-0.00816711893372657,0.014801241370204776,-0.0014413278938179008,-0.0065416200779049305,0.018983196128811327,-0.03241278790108593,0.02328233405973945,-0.00374414601806905,-0.008903670900324822,0.035670140823752555,-0.07571112075058728,0.02216971783720534,0.0033636991092207413,-0.0020126573097357216,0.019241231333383905,-0.024125024846331056,0.030842180375926453,-0.006311237716278839,0.013533775871437692,0.03672467236838294,-0.023293329138795116,0.08140829674614736,-0.0005497758106605133,0.012566334164851511,0.017159244391351407,-0.008583840943917842,0.04265820364820194,0.008549219377566697,0.01943234499134494,0.014857028813928065,0.0010622374445701244,0.037812249880316395,0.02636899835115747,0.025852080863457295,0.02649175382407173,-0.0065252808228277726,0.058862654684599836,0.014908785061191976,2024-01-12
