day,cumulative_returns_mean,cumulative_returns_std,cumulative_returns_min,cumulative_returns_max,cumulative_returns_median,date
0,-0.001625608796953748,0.0042643600456862595,-0.007030018715259323,0.0029719519697422037,0.001040228376489205,2024-01-01
1,0.0003527164257633553,0.005761517564814373,-0.005976870194326467,0.008398316909389969,-0.0015838209502675449,2024-01-02
2,0.0012706265733821054,0.004903934689298859,-0.0031886716635823875,0.01033978755720244,0.0005363673083280673,2024-01-03
3,0.00013691521619700885,0.01116482649173838,-0.014807561880575304,0.018626528076987947,-0.003458336104896542,2024-01-04
4,0.006051913433381073,0.016872067278756644,-0.018946423359701425,0.03175687296878804,0.006918145446508817,2024-01-05
5,0.0059116604081909776,0.022674529971844954,-0.023654670196532224,0.04331382562876929,0.0077317126125096,2024-01-08
6,0.006385269178295849,0.030628380734136647,-0.026074863885893418,0.0636572292337354,-0.0030086470971828483,2024-01-09
7,0.009939804704495847,0.03454346060524896,-0.02290338565173544,0.07253761679003756,-0.006330688863282363,2024-01-10
8,0.01140992977065578,0.03455481934945066,-0.023659128652194106,0.07370913678703928,-0.00012660363981764622,2024-01-11
9,0.013533775871437692,0.03672467236838294,-0.023293329138795116,0.08140829674614736,-0.0005497758106605133,2024-01-12
10,0.020492321379698274,0.038702858332670995,-0.016344356645426994,0.09339618591331611,0.005762149664537475,2024-01-15
11,0.018317684570944626,0.043898795036277284,-0.02764375223833715,0.0953682040975583,0.004526694300652112,2024-01-16
12,0.022500684569380015,0.05004616139876822,-0.032529019517414826,0.11356520359660194,0.008955306859662171,2024-01-17
13,0.025649362163668754,0.05517428710749371,-0.03043767844333134,0.1298388109596702,0.008620303436474464,2024-01-18
14,0.022586366734906594,0.04886535205704075,-0.022394813390044788,0.11259570300326494,0.01995668416365004,2024-01-19
15,0.017720570960704896,0.043360422343760426,-0.025114548328479813,0.09598723383706576,0.016956603510005497,2024-01-22
16,0.020297186264042866,0.03926172122531832,-0.021450657485848734,0.08693211608884188,0.02011837713201392,2024-01-23
17,0.02111336404043096,0.044242331168649375,-0.026821034188798776,0.09990699072351883,0.017697840668919662,2024-01-24
18,0.025258537539334668,0.04287549451079107,-0.01751031440079165,0.10215178115245371,0.024248863270100784,2024-01-25
19,0.02683737406954838,0.04148277496215355,-0.015707847077506942,0.09795687845448287,0.02311153568792279,2024-01-26
20,0.027700012407636865,0.04926366108484782,-0.029223902056265905,0.11190086302096547,0.026385756668879656,2024-01-29
21,0.02517950973288363,0.046905238687451195,-0.023525309105527747,0.10051094638292435,0.019226954155730835,2024-01-30
22,0.018713801979191612,0.047985657531710475,-0.03959680833291335,0.09389372517401218,0.0180879350705363,2024-01-31
23,0.01453173851793219,0.05517895879373836,-0.044323388445572154,0.1075718230732392,0.0025617036825686945,2024-02-01
24,0.01508747677667872,0.05136656050527253,-0.04049726420854893,0.10137201285585062,-0.003595343418109742,2024-02-02
25,0.017635746567793632,0.04755106123825912,-0.03189112391541171,0.094398367527599,-0.003583444769134969,2024-02-05
