day,cumulative_returns_mean,cumulative_returns_std,cumulative_returns_min,cumulative_returns_max,cumulative_returns_median,date
0,-0.0038812894582087145,0.004813176289076236,-0.008940813085513755,0.004480741857098902,-0.003877328546216363,2024-01-01
1,-0.0034009819079266813,0.005863059010516748,-0.012531940803091612,0.0029161804872115393,-0.0021490528063090597,2024-01-02
2,0.00022320046799437777,0.013317059156777868,-0.018177772198183506,0.021291253003669297,0.002514270782663308,2024-01-03
3,-0.003308842673289325,0.025101089620097383,-0.03871083717661883,0.03037445548923734,0.0050975280477949525,2024-01-04
4,-0.00067773527798356,0.0339783064467523,-0.05284025249750979,0.04933909244460999,0.003391980149171747,2024-01-05
5,0.0029811624302843232,0.03443983178135588,-0.04758584948660527,0.05155514674667616,0.012039049674677393,2024-01-08
6,-0.0015366881053889391,0.03596876574333828,-0.0630895402307331,0.04454277210096924,-0.0023236883119163165,2024-01-09
7,-0.009957235108342876,0.04053259240284792,-0.06981291734580031,0.05094950217705785,-0.011888809959184732,2024-01-10
8,-0.010153532640584672,0.042479418769291136,-0.07226557215915963,0.055102796141659915,-0.008973412577400697,2024-01-11
9,-0.018132902633685367,0.046014959514652606,-0.08184008712993551,0.05090134354559073,-0.014386331043704681,2024-01-12
10,-0.01760003083143724,0.05003167712237391,-0.0977432259882064,0.04729288743515636,0.0012316016121560747,2024-01-15
11,-0.018718168922394817,0.05221319955727895,-0.0991799327877354,0.05778506955497176,-0.015584926325696857,2024-01-16
12,-0.0179060187914049,0.05155058023955887,-0.09469325350776325,0.05633988919426236,-0.006886691982456172,2024-01-17
13,-0.01581036495665289,0.05327200466252389,-0.10164017227387001,0.04703051079873677,-0.0039855354801309195,2024-01-18
14,-0.013323017144230365,0.0530452428954676,-0.10410678881151603,0.04263424992136278,0.009564015635316725,2024-01-19
15,-0.014152596186591593,0.05163143129812085,-0.10336713964020139,0.03704026977585895,0.0017654726410094579,2024-01-22
16,-0.016725850118600106,0.05606879322173952,-0.11569560318929428,0.04732326356988148,-0.0011276461439522212,2024-01-23
17,-0.011777592555531924,0.059167112251450125,-0.11506605674214321,0.04850782396182263,0.008919444690779876,2024-01-24
18,-0.004224765942476028,0.06295951278773694,-0.11292752077665125,0.058016127176852894,0.021482005634023693,2024-01-25
19,-0.0013813315015965388,0.0628061427196177,-0.10614632459346052,0.05894039322309519,0.034264904620351144,2024-01-26
20,-0.0007000696263864015,0.06004029673454075,-0.0995239903818077,0.05895779486571029,0.02381551670661719,2024-01-29
21,0.0009201267727279693,0.05574617960143429,-0.08792589290943731,0.05665353220573888,0.020184100268345828,2024-01-30
22,-0.002456290309998588,0.0643239149525813,-0.10905349019067312,0.06264628931258898,0.013216773470882792,2024-01-31
23,0.00041762090346213475,0.06858328122978323,-0.11922149227239165,0.06436481668891969,0.020071068782159474,2024-02-01
24,-0.00511024217155045,0.07168897334034374,-0.12386227344062983,0.06648252158729284,0.01143671622890774,2024-02-02
25,-0.007190995631904995,0.07518471053939149,-0.13270119889341248,0.06581905079691186,0.013643061011033852,2024-02-05
26,-0.0015801567848365838,0.07552469508060748,-0.12676617750772678,0.07196924258267678,0.022212618479023227,2024-02-06
27,-0.006610539182322217,0.07193919049962655,-0.1222355103818783,0.06925994339585717,0.011373128681875677,2024-02-07
28,-0.002454984883162048,0.072889909171727,-0.11892953989804311,0.0740269335094832,0.01838784810702565,2024-02-08
29,-0.006448542861281737,0.07544131704731473,-0.1275854480146812,0.07030390072790782,0.015875812794019284,2024-02-09
30,-0.010158482495804932,0.07289022826055533,-0.13051639659909153,0.07277097083637285,0.007238696332436234,2024-02-12
31,-0.018745085830070663,0.07050175268511091,-0.14263007176486864,0.05404677498910515,-0.008799065647481341,2024-02-13
32,-0.017330087446303866,0.07684414972446961,-0.14764824896667306,0.0704053443842334,-0.009751834386711566,2024-02-14
