timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2024-01-01 07:00:00,1.0001,1.0002,1.0,1.0002,5329356.0,2024-01-01 07:59:59.999,5330117.6512,3169,2875239.0,2875760.3027,0
2024-01-01 08:00:00,1.0001,1.0002,1.0,1.0001,6703633.0,2024-01-01 08:59:59.999,6704347.9834,2843,1688548.0,1688812.4221,0
2024-01-01 09:00:00,1.0001,1.0001,1.0,1.0001,11494621.0,2024-01-01 09:59:59.999,11495264.8018,5214,6438018.0,6438661.8018,0
2024-01-01 10:00:00,1.0001,1.0002,1.0,1.0001,7455457.0,2024-01-01 10:59:59.999,7456080.7084,5174,4777978.0,4778510.2312,0
2024-01-01 11:00:00,1.0002,1.0002,1.0001,1.0002,5385897.0,2024-01-01 11:59:59.999,5386793.5829,2774,3579932.0,3580647.9864,0
2024-01-01 12:00:00,1.0002,1.0002,1.0001,1.0002,5513787.0,2024-01-01 12:59:59.999,5514561.76,4190,2233813.0,2234259.7626,0
2024-01-01 13:00:00,1.0001,1.0002,1.0001,1.0001,5572589.0,2024-01-01 13:59:59.999,5573400.4453,4731,2541864.0,2542372.3728,0
2024-01-01 14:00:00,1.0002,1.0002,1.0,1.0,12324783.0,2024-01-01 14:59:59.999,12325918.545,6905,4852985.0,4853620.2638,0
2024-01-01 15:00:00,1.0,1.0001,1.0,1.0,12497292.0,2024-01-01 15:59:59.999,12497731.0079,7441,4390079.0,4390518.0079,0
2024-01-01 16:00:00,1.0001,1.0001,1.0,1.0,15225015.0,2024-01-01 16:59:59.999,15225495.8557,9825,4808557.0,4809037.8557,0
2024-01-01 17:00:00,1.0001,1.0001,0.9999,1.0,8344366.0,2024-01-01 17:59:59.999,8344569.4071,6499,3750965.0,3751169.9977,0
2024-01-01 18:00:00,1.0,1.0001,0.9998,0.9999,18783591.0,2024-01-01 18:59:59.999,18782745.9523,8666,6955570.0,6955426.3847,0
2024-01-01 19:00:00,0.9999,1.0,0.9998,0.9999,11668017.0,2024-01-01 19:59:59.999,11667290.2432,7641,4470537.0,4470530.4746,0
2024-01-01 20:00:00,0.9999,0.9999,0.9998,0.9999,11226567.0,2024-01-01 20:59:59.999,11224853.5626,5626,5318760.0,5318228.124,0
2024-01-01 21:00:00,0.9998,1.0,0.9998,0.9998,8482202.0,2024-01-01 21:59:59.999,8481462.3992,5178,3375793.0,3375608.1935,0
2024-01-01 22:00:00,0.9999,0.9999,0.9998,0.9998,8033458.0,2024-01-01 22:59:59.999,8032091.5587,3542,2402503.0,2402262.7497,0
2024-01-01 23:00:00,0.9999,0.9999,0.9997,0.9999,29333749.0,2024-01-01 23:59:59.999,29328640.7468,8931,11217507.0,11216048.8367,0
2024-01-02 00:00:00,0.9998,0.9999,0.9996,0.9996,45410594.0,2024-01-02 00:59:59.999,45399145.4606,16659,16176128.0,16172588.9539,0
2024-01-02 01:00:00,0.9996,0.9997,0.9995,0.9996,24871524.0,2024-01-02 01:59:59.999,24862190.0827,12649,8604161.0,8601365.8694,0
2024-01-02 02:00:00,0.9996,0.9997,0.9994,0.9994,31650440.0,2024-01-02 02:59:59.999,31636263.9538,9779,10792628.0,10788193.8533,0
2024-01-02 03:00:00,0.9994,0.9995,0.9992,0.9992,32172918.0,2024-01-02 03:59:59.999,32152048.561,10544,9372477.0,9366769.8404,0
2024-01-02 04:00:00,0.9992,0.9994,0.9992,0.9992,20642753.0,2024-01-02 04:59:59.999,20627535.3797,6858,10132081.0,10125014.2661,0
2024-01-02 05:00:00,0.9993,0.9994,0.9991,0.9993,13857824.0,2024-01-02 05:59:59.999,13847799.5934,7804,5082424.0,5078712.3613,0
2024-01-02 06:00:00,0.9993,0.9994,0.9993,0.9993,13441002.0,2024-01-02 06:59:59.999,13431866.3914,5288,2730928.0,2729289.4432,0
2024-01-02 07:00:00,0.9994,0.9995,0.9991,0.9991,28094598.0,2024-01-02 07:59:59.999,28074942.3334,9235,10161942.0,10155056.6517,0
2024-01-02 08:00:00,0.9991,0.9993,0.999,0.9991,29752633.0,2024-01-02 08:59:59.999,29727563.3754,9602,12214471.0,12204768.167,0
2024-01-02 09:00:00,0.9992,0.9994,0.9991,0.9992,16443761.0,2024-01-02 09:59:59.999,16431280.5875,8577,9354487.0,9347656.379,0
2024-01-02 10:00:00,0.9992,0.9993,0.9991,0.9992,25603208.0,2024-01-02 10:59:59.999,25583250.5882,9027,8568666.0,8562448.2931,0
2024-01-02 11:00:00,0.9992,0.9993,0.999,0.9993,15775563.0,2024-01-02 11:59:59.999,15762752.3083,7737,6750761.0,6745486.6012,0
2024-01-02 12:00:00,0.9992,0.9994,0.999,0.9993,23776916.0,2024-01-02 12:59:59.999,23758011.4036,7775,11619808.0,11610646.0292,0
2024-01-02 13:00:00,0.9994,0.9994,0.9989,0.999,33227914.0,2024-01-02 13:59:59.999,33199037.4431,7910,13342471.0,13330808.9505,0
2024-01-02 14:00:00,0.999,0.9992,0.9989,0.999,36548194.0,2024-01-02 14:59:59.999,36512811.5241,12575,16613850.0,16598176.5307,0
2024-01-02 15:00:00,0.999,0.9993,0.999,0.9991,27432317.0,2024-01-02 15:59:59.999,27409006.7909,9232,15253084.0,15240599.491,0
2024-01-02 16:00:00,0.9991,0.9994,0.9991,0.9993,22599284.0,2024-01-02 16:59:59.999,22583403.2544,11167,12749276.0,12740699.4046,0
2024-01-02 17:00:00,0.9994,0.9997,0.9993,0.9997,29022696.0,2024-01-02 17:59:59.999,29009246.1475,10860,19134463.0,19125979.144,0
2024-01-02 18:00:00,0.9996,0.9997,0.9995,0.9996,21269995.0,2024-01-02 18:59:59.999,21262033.0289,7733,8037876.0,8035209.0741,0
2024-01-02 19:00:00,0.9997,0.9998,0.9996,0.9996,27569368.0,2024-01-02 19:59:59.999,27560401.7052,7827,12655591.0,12651807.0595,0
2024-01-02 20:00:00,0.9997,0.9998,0.9996,0.9997,11655197.0,2024-01-02 20:59:59.999,11652007.529,7340,6760724.0,6759039.9642,0
2024-01-02 21:00:00,0.9998,0.9998,0.9996,0.9996,11959555.0,2024-01-02 21:59:59.999,11956020.7499,5729,5807034.0,5805485.9356,0
2024-01-02 22:00:00,0.9997,0.9998,0.9996,0.9996,6670001.0,2024-01-02 22:59:59.999,6667643.8073,4420,3037033.0,3036128.9945,0
2024-01-02 23:00:00,0.9997,0.9997,0.9996,0.9997,6070443.0,2024-01-02 23:59:59.999,6068417.6082,4341,4027854.0,4026645.6438,0
2024-01-03 00:00:00,0.9997,0.9998,0.9996,0.9997,21859786.0,2024-01-03 00:59:59.999,21854416.3168,8357,13496678.0,13493835.7301,0
2024-01-03 01:00:00,0.9997,0.9998,0.9996,0.9996,14477435.0,2024-01-03 01:59:59.999,14472705.408,7251,3064610.0,3063733.7175,0
2024-01-03 02:00:00,0.9997,0.9998,0.9996,0.9996,15271532.0,2024-01-03 02:59:59.999,15266594.9401,7466,6675130.0,6673160.1442,0
2024-01-03 03:00:00,0.9996,0.9997,0.9995,0.9996,17267912.0,2024-01-03 03:59:59.999,17260833.9087,4266,2848025.0,2847040.5244,0
2024-01-03 04:00:00,0.9996,0.9997,0.9995,0.9997,12547477.0,2024-01-03 04:59:59.999,12542611.4113,5699,8694878.0,8691696.5278,0
2024-01-03 05:00:00,0.9997,1.0,0.9996,0.9998,18869548.0,2024-01-03 05:59:59.999,18865379.9648,5551,12999133.0,12996483.0068,0
2024-01-03 06:00:00,0.9997,0.9998,0.9997,0.9997,16939158.0,2024-01-03 06:59:59.999,16934940.9368,7343,8646842.0,8645112.6316,0
2024-01-03 07:00:00,0.9997,0.9998,0.9995,0.9997,25534843.0,2024-01-03 07:59:59.999,25526107.7382,7183,11292534.0,11288867.1524,0
2024-01-03 08:00:00,0.9996,0.9997,0.9996,0.9997,10074990.0,2024-01-03 08:59:59.999,10071641.1083,5702,6811043.0,6808999.6871,0
2024-01-03 09:00:00,0.9996,0.9998,0.9996,0.9998,14390866.0,2024-01-03 09:59:59.999,14386950.7171,7464,9760499.0,9758043.2487,0
2024-01-03 10:00:00,0.9998,0.9998,0.9997,0.9997,14108338.0,2024-01-03 10:59:59.999,14104529.2413,6982,4237427.0,4236579.5146,0
2024-01-03 11:00:00,0.9997,0.9998,0.9996,0.9996,24176712.0,2024-01-03 11:59:59.999,24168543.0638,16562,8517856.0,8515470.0047,0
2024-01-03 12:00:00,0.9997,0.9997,0.76,0.9992,114791151.0,2024-01-03 12:59:59.999,114519394.0395,49380,49795179.0,49696561.5701,0
2024-01-03 13:00:00,0.9992,0.9993,0.9985,0.9989,86801638.0,2024-01-03 13:59:59.999,86712359.1229,31402,36113474.0,36077115.0647,0
2024-01-03 14:00:00,0.9989,0.9994,0.9988,0.9992,53280685.0,2024-01-03 14:59:59.999,53230500.7206,21101,26892247.0,26867794.0173,0
2024-01-03 15:00:00,0.9992,0.9996,0.9991,0.9995,61224110.0,2024-01-03 15:59:59.999,61183941.3623,17801,31164811.0,31145587.8726,0
2024-01-03 16:00:00,0.9995,0.9996,0.9988,0.9992,64221296.0,2024-01-03 16:59:59.999,64169534.8608,19458,26982949.0,26960537.1643,0
2024-01-03 17:00:00,0.9993,0.9994,0.9992,0.9994,32673185.0,2024-01-03 17:59:59.999,32648941.4501,9870,18768713.0,18755579.3602,0
2024-01-03 18:00:00,0.9993,0.9996,0.9993,0.9995,49082165.0,2024-01-03 18:59:59.999,49056048.7093,13144,33217136.0,33199937.6868,0
2024-01-03 19:00:00,0.9995,0.9997,0.9995,0.9996,30971672.0,2024-01-03 19:59:59.999,30958950.6008,10091,15922410.0,15916439.1304,0
2024-01-03 20:00:00,0.9995,0.9996,0.9994,0.9996,20338738.0,2024-01-03 20:59:59.999,20329454.5233,7392,11315507.0,11310737.9168,0
2024-01-03 21:00:00,0.9996,0.9996,0.9995,0.9995,9451036.0,2024-01-03 21:59:59.999,9446774.6802,6438,4641982.0,4640125.2072,0
2024-01-03 22:00:00,0.9995,0.9997,0.9995,0.9996,23006928.0,2024-01-03 22:59:59.999,22998150.4224,7817,10868738.0,10864844.4,0
2024-01-03 23:00:00,0.9997,0.9997,0.9995,0.9995,14208372.0,2024-01-03 23:59:59.999,14203023.7865,6632,6144560.0,6142577.2709,0
2024-01-04 00:00:00,0.9996,0.9996,0.9995,0.9995,14745313.0,2024-01-04 00:59:59.999,14738393.6297,6403,4532862.0,4531048.8552,0
2024-01-04 01:00:00,0.9995,0.9996,0.9993,0.9993,13670927.0,2024-01-04 01:59:59.999,13662796.4249,8293,4846926.0,4844184.3536,0
2024-01-04 02:00:00,0.9993,0.9996,0.9993,0.9995,23948611.0,2024-01-04 02:59:59.999,23934689.2166,8365,13936460.0,13928830.0667,0
2024-01-04 03:00:00,0.9995,0.9996,0.9993,0.9994,25604606.0,2024-01-04 03:59:59.999,25590806.0465,8183,12273600.0,12267488.1103,0
2024-01-04 04:00:00,0.9994,0.9995,0.9992,0.9993,12404692.0,2024-01-04 04:59:59.999,12396806.2044,6034,2877092.0,2875424.9579,0
2024-01-04 05:00:00,0.9993,0.9993,0.9992,0.9993,7356184.0,2024-01-04 05:59:59.999,7350651.145,4593,3520922.0,3518457.3546,0
2024-01-04 06:00:00,0.9992,0.9993,0.9991,0.9992,14811928.0,2024-01-04 06:59:59.999,14800357.2728,6502,7446932.0,7441292.3503,0
2024-01-04 07:00:00,0.9992,0.9993,0.9991,0.9992,22030790.0,2024-01-04 07:59:59.999,22013295.3134,9165,9689263.0,9681738.9685,0
2024-01-04 08:00:00,0.9993,0.9994,0.9992,0.9993,21449489.0,2024-01-04 08:59:59.999,21434381.2072,10468,13315950.0,13306989.2218,0
2024-01-04 09:00:00,0.9993,0.9994,0.9992,0.9992,15172194.0,2024-01-04 09:59:59.999,15161188.9214,8553,6179434.0,6175176.8022,0
