strategy,timestamp,total_return_pct,max_drawdown_pct,sharpe_ratio,rebalance_count,total_fees_paid,price,total_value,cash,positions_value,fees_earned,total_costs,return_pct,drawdown,amount0,amount1
strategy_metadata,2024-01-01 07:00:00,16.06848562553278,0.0,1.8662266774419152,110.0,0.5481167453003193,,,,,,,,,,
hodl_50_50,2024-01-01 07:00:00,,,,,,2284.29,10000.0,0.0,,,,0.0,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 08:00:00,,,,,,2286.93,10005.778600790618,0.0,,,,0.057786007906179826,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 09:00:00,,,,,,2299.39,10033.051845431182,0.0,,,,0.33051845431182336,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 10:00:00,,,,,,2301.82,10038.370784795276,0.0,,,,0.38370784795276336,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 11:00:00,,,,,,2303.84,10042.792289945672,0.0,,,,0.427922899456723,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 12:00:00,,,,,,2298.96,10032.110633938773,0.0,,,,0.32110633938773336,-0.1063614152170822,2.18886393584002,5000.0
hodl_50_50,2024-01-01 13:00:00,,,,,,2304.6,10044.45582653691,0.0,,,,0.4445582653691105,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 14:00:00,,,,,,2300.88,10036.313252695585,0.0,,,,0.36313252695585607,-0.081065355674248,2.18886393584002,5000.0
hodl_50_50,2024-01-01 15:00:00,,,,,,2314.71,10066.585240928252,0.0,,,,0.6658524092825191,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 16:00:00,,,,,,2309.48,10055.13748254381,0.0,,,,0.5513748254381001,-0.11372037399433044,2.18886393584002,5000.0
hodl_50_50,2024-01-01 17:00:00,,,,,,2313.04,10062.9298381554,0.0,,,,0.6292983815539888,-0.03631224179169168,2.18886393584002,5000.0
hodl_50_50,2024-01-01 18:00:00,,,,,,2327.12,10093.749042372026,0.0,,,,0.9374904237202664,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 19:00:00,,,,,,2337.32,10116.075454517595,0.0,,,,1.160754545175946,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 20:00:00,,,,,,2341.48,10125.18112849069,0.0,,,,1.2518112849069007,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-01 21:00:00,,,,,,2338.01,10117.585770633326,0.0,,,,1.175857706333261,-0.07501453812013281,2.18886393584002,5000.0
hodl_50_50,2024-01-01 22:00:00,,,,,,2335.15,10111.325619776824,0.0,,,,1.113256197768231,-0.13684208250733798,2.18886393584002,5000.0
hodl_50_50,2024-01-01 23:00:00,,,,,,2352.28,10148.820858997762,0.0,,,,1.4882085899776243,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-02 00:00:00,,,,,,2388.81,10228.780058573999,0.0,,,,2.2878005857399852,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-02 01:00:00,,,,,,2378.3,10205.77509860832,0.0,,,,2.0577509860831844,-0.22490423915603186,2.18886393584002,5000.0
hodl_50_50,2024-01-02 02:00:00,,,,,,2382.66,10215.318545368582,0.0,,,,2.153185453685813,-0.1316042883738877,2.18886393584002,5000.0
hodl_50_50,2024-01-02 03:00:00,,,,,,2387.31,10225.496762670238,0.0,,,,2.2549676267023866,-0.03209860692046096,2.18886393584002,5000.0
hodl_50_50,2024-01-02 04:00:00,,,,,,2389.23,10229.699381427052,0.0,,,,2.2969938142705093,0.0,2.18886393584002,5000.0
hodl_50_50,2024-01-02 05:00:00,,,,,,2378.98,10207.263526084691,0.0,,,,2.072635260846911,-0.21932076892792196,2.18886393584002,5000.0
hodl_50_50,2024-01-02 06:00:00,,,,,,2375.7,10200.084052375136,0.0,,,,2.000840523751357,-0.28950341498485965,2.18886393584002,5000.0
hodl_50_50,2024-01-02 07:00:00,,,,,,2387.89,10226.766303753026,0.0,,,,2.267663037530254,-0.028672178572042295,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 08:00:00,,,,,,2427.75,10312.121765032145,0.0,,,,3.1212176503214506,0.0,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 09:00:00,,,,,,2416.34,10287.688603637396,0.0,,,,2.8768860363739712,-0.2369363158375437,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 10:00:00,,,,,,2399.91,10252.5057077815,0.0,,,,2.525057077815007,-0.5781163043749205,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 11:00:00,,,,,,2392.55,10236.745140922136,0.0,,,,2.367451409221366,-0.7309516492096435,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 12:00:00,,,,,,2388.29,10227.622856299731,0.0,,,,2.276228562997318,-0.819413411301495,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 13:00:00,,,,,,2400.16,10253.041053123192,0.0,,,,2.530410531231908,-0.5729248864117631,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 14:00:00,,,,,,2369.91,10188.264266778651,0.0,,,,1.882642667786505,-1.2010864599513171,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 15:00:00,,,,,,2359.28,10165.501382849976,0.0,,,,1.6550138284997518,-1.4218255517438827,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 16:00:00,,,,,,2369.33,10187.022265585929,0.0,,,,1.8702226558592994,-1.213130549625796,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 17:00:00,,,,,,2357.52,10161.732551644474,0.0,,,,1.6173255164447342,-1.4583731342043715,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 18:00:00,,,,,,2366.1,10180.10560377129,0.0,,,,1.8010560377129003,-1.280203669709512,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 19:00:00,,,,,,2368.95,10186.208540666561,0.0,,,,1.8620854066656145,-1.2210215049297535,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 20:00:00,,,,,,2360.48,10168.07104049009,0.0,,,,1.680710404900898,-1.3969067455208317,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 21:00:00,,,,,,2366.66,10181.304777336674,0.0,,,,1.8130477733667494,-1.2685748934721075,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 22:00:00,,,,,,2359.79,10166.593487347023,0.0,,,,1.6659348734702428,-1.4112350590990919,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-02 23:00:00,,,,,,2356.17,10158.841686799347,0.0,,,,1.5884168679934696,-1.486406791205297,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 00:00:00,,,,,,2362.3,10171.968354577595,0.0,,,,1.7196835457759407,-1.3591132227491975,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 01:00:00,,,,,,2374.06,10197.150999450712,0.0,,,,1.9715099945071257,-1.1149089217632469,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 02:00:00,,,,,,2369.64,10187.686093809625,0.0,,,,1.8768609380962475,-1.2066931913515044,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 03:00:00,,,,,,2369.13,10186.593989312578,0.0,,,,1.8659398931257787,-1.2172836839962953,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 04:00:00,,,,,,2370.78,10190.127268567734,0.0,,,,1.9012726856773465,-1.1830203254395988,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 05:00:00,,,,,,2377.98,10205.54521440842,0.0,,,,2.055452144084202,-1.0335074881012485,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 06:00:00,,,,,,2375.78,10200.834175401542,0.0,,,,2.008341754015408,-1.0791919661768734,2.1413813667616655,5113.383151876513
hodl_50_50,2024-01-03 07:00:00,,,,,,2362.8,10173.039045260975,0.0,,,,1.7303904526097647,-1.3487303868229272,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 08:00:00,,,,,,2371.19,10191.100624232902,0.0,,,,1.9110062423290275,-1.1735813788547267,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 09:00:00,,,,,,2376.51,10202.553258336677,0.0,,,,2.0255325833667737,-1.062521459618615,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 10:00:00,,,,,,2365.18,10178.162592096873,0.0,,,,1.7816259209687324,-1.2990456861120547,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 11:00:00,,,,,,2309.14,10057.522438868411,0.0,,,,0.5752243886841146,-2.468932504531385,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 12:00:00,,,,,,2249.6,9929.347657940096,0.0,,,,-0.7065234205990367,-3.7118850592902763,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 13:00:00,,,,,,2226.16,9878.887179858812,0.0,,,,-1.2111282014118818,-4.201216733518498,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 14:00:00,,,,,,2195.32,9812.496346069274,0.0,,,,-1.875036539307262,-4.8450302502931475,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 15:00:00,,,,,,2241.33,9911.544409060736,0.0,,,,-0.884555909392637,-3.884528956298261,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 16:00:00,,,,,,2232.55,9892.643257287968,0.0,,,,-1.0735674271203255,-4.0678195748871655,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 17:00:00,,,,,,2224.93,9876.239296410007,0.0,,,,-1.2376070358999236,-4.22689412086068,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 18:00:00,,,,,,2200.11,9822.808022264211,0.0,,,,-1.7719197773578887,-4.745034571131335,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 19:00:00,,,,,,2208.13,9840.073083450727,0.0,,,,-1.5992691654927338,-4.577609655290438,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 20:00:00,,,,,,2218.52,9862.440163965424,0.0,,,,-1.3755983603457533,-4.360708797985369,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 21:00:00,,,,,,2226.5,9879.619115121084,0.0,,,,-1.2038088487891563,-4.194118919131218,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 22:00:00,,,,,,2207.07,9837.791167633057,0.0,,,,-1.622088323669435,-4.599738135438991,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-03 23:00:00,,,,,,2210.56,9845.304267825193,0.0,,,,-1.5469573217480659,-4.526881158346141,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-04 00:00:00,,,,,,2211.9,9848.188953858851,0.0,,,,-1.5181104614114926,-4.498907419290421,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-04 01:00:00,,,,,,2206.29,9836.112022031375,0.0,,,,-1.638879779686253,-4.616021356680388,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-04 02:00:00,,,,,,2232.98,9893.568940119665,0.0,,,,-1.064310598803353,-4.058842927279727,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-04 03:00:00,,,,,,2232.75,9893.073807442244,0.0,,,,-1.0692619255775582,-4.06364438995348,2.1527507713858505,5086.519522630488
hodl_50_50,2024-01-04 04:00:00,,,,,,2239.33,9907.238907517964,0.0,,,,-0.9276109248203657,-3.9262808056351517,2.1527507713858505,5086.519522630488
