strategy,timestamp,total_return_pct,max_drawdown_pct,sharpe_ratio,rebalance_count,total_fees_paid,price,total_value,cash,positions_value,fees_earned,total_costs,return_pct,drawdown,amount0,amount1
strategy_metadata,2020-01-01 07:00:00,170183.31188928641,0.0,7.296199721694761,8686.0,2.419837017725003e-22,,,,,,,,,,
hodl_50_50,2020-01-01 07:00:00,,,,,,129.76,10000.0,0.0,,,,0.0,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 08:00:00,,,,,,129.6,9993.83477188656,0.0,,,,-0.06165228113439447,-0.06165228113439447,38.53267570900124,5000.0
hodl_50_50,2020-01-01 09:00:00,,,,,,129.72,9998.45869297164,0.0,,,,-0.015413070283598618,-0.015413070283598618,38.53267570900124,5000.0
hodl_50_50,2020-01-01 10:00:00,,,,,,130.19,10016.56905055487,0.0,,,,0.16569050554871012,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 11:00:00,,,,,,130.38,10023.89025893958,0.0,,,,0.23890258939580633,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 12:00:00,,,,,,130.94,10045.468557336622,0.0,,,,0.4546855733662314,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 13:00:00,,,,,,131.39,10062.808261405673,0.0,,,,0.6280826140567353,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 14:00:00,,,,,,131.48,10066.276202219484,0.0,,,,0.6627620221948405,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 15:00:00,,,,,,131.63,10072.056103575833,0.0,,,,0.720561035758327,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 16:00:00,,,,,,132.53,10106.735511713934,0.0,,,,1.0673551171393347,0.0,38.53267570900124,5000.0
hodl_50_50,2020-01-01 17:00:00,,,,,,132.05,10088.239827373614,0.0,,,,0.8823982737361513,-0.18300354569369404,38.53267570900124,5000.0
hodl_50_50,2020-01-01 18:00:00,,,,,,131.71,10075.138717632553,0.0,,,,0.7513871763255242,-0.312631057226731,38.53267570900124,5000.0
hodl_50_50,2020-01-01 19:00:00,,,,,,131.41,10063.578914919854,0.0,,,,0.635789149198529,-0.4270082732852898,38.53267570900124,5000.0
hodl_50_50,2020-01-01 20:00:00,,,,,,131.72,10075.524044389644,0.0,,,,0.7552404438964322,-0.3088184833581087,38.53267570900124,5000.0
hodl_50_50,2020-01-01 21:00:00,,,,,,131.4,10063.193588162763,0.0,,,,0.6319358816276432,-0.4308208471539121,38.53267570900124,5000.0
hodl_50_50,2020-01-01 22:00:00,,,,,,129.86,10003.853267570901,0.0,,,,0.0385326757090132,-1.0179572229211953,38.53267570900124,5000.0
hodl_50_50,2020-01-01 23:00:00,,,,,,130.18,10016.183723797782,0.0,,,,0.16183723797782434,-0.8959548591253919,38.53267570900124,5000.0
hodl_50_50,2020-01-02 00:00:00,,,,,,130.26,10019.2663378545,0.0,,,,0.19266337854499938,-0.8654542681764577,38.53267570900124,5000.0
hodl_50_50,2020-01-02 01:00:00,,,,,,129.81,10001.92663378545,0.0,,,,0.019266337854495497,-1.0370200922642958,38.53267570900124,5000.0
hodl_50_50,2020-01-02 02:00:00,,,,,,129.31,9982.66029593095,0.0,,,,-0.17339704069050388,-1.2276487856952345,38.53267570900124,5000.0
hodl_50_50,2020-01-02 03:00:00,,,,,,128.45,9949.52219482121,0.0,,,,-0.5047780517879019,-1.5555301383964326,38.53267570900124,5000.0
hodl_50_50,2020-01-02 04:00:00,,,,,,129.18,9977.651048088781,0.0,,,,-0.2234895191121855,-1.2772122459872581,38.53267570900124,5000.0
hodl_50_50,2020-01-02 05:00:00,,,,,,128.99,9970.32983970407,0.0,,,,-0.2967016029592928,-1.3496511494910157,38.53267570900124,5000.0
hodl_50_50,2020-01-02 06:00:00,,,,,,128.88,9966.09124537608,0.0,,,,-0.3390875462392029,-1.391589462045828,38.53267570900124,5000.0
hodl_50_50,2020-01-02 07:00:00,,,,,,128.66,9957.6140567201,0.0,,,,-0.42385943279900085,-1.4754660871554304,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 08:00:00,,,,,,129.7,9997.859349037015,0.0,,,,-0.021406509629851023,-1.0772634007363613,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 09:00:00,,,,,,129.48,9989.34592181613,0.0,,,,-0.1065407818387043,-1.161498584401932,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 10:00:00,,,,,,129.34,9983.92828631193,0.0,,,,-0.16071713688070588,-1.2151027921891155,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 11:00:00,,,,,,129.02,9971.545119445187,0.0,,,,-0.2845488055481238,-1.337626695702665,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 12:00:00,,,,,,129.42,9987.024078028615,0.0,,,,-0.12975921971385418,-1.1844718163107282,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 13:00:00,,,,,,129.01,9971.1581454806,0.0,,,,-0.28841854519400245,-1.3414555676874773,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 14:00:00,,,,,,128.95,9968.836301693085,0.0,,,,-0.31163698306915233,-1.3644287995962734,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 15:00:00,,,,,,129.19,9978.123676843144,0.0,,,,-0.21876323156855282,-1.272535871961089,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 16:00:00,,,,,,127.26,9903.437701678096,0.0,,,,-0.9656229832190388,-2.011508165027287,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 17:00:00,,,,,,127.07,9896.085196350969,0.0,,,,-1.0391480364903116,-2.0842567327384542,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 18:00:00,,,,,,127.19,9900.728883925996,0.0,,,,-0.9927111607400341,-2.038310268920873,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 19:00:00,,,,,,127.28,9904.211649607269,0.0,,,,-0.9578835039273148,-2.0038504210576735,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 20:00:00,,,,,,126.84,9887.184795165496,0.0,,,,-1.1281520483450325,-2.1723207883888263,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 21:00:00,,,,,,127.44,9910.40323304064,0.0,,,,-0.8959676695935892,-1.9425884693008877,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 22:00:00,,,,,,127.06,9895.698222386382,0.0,,,,-1.0430177761361792,-2.0880856047232665,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-02 23:00:00,,,,,,126.74,9883.315055519639,0.0,,,,-1.1668494448036082,-2.210609508236816,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-03 00:00:00,,,,,,126.71,9882.154133625882,0.0,,,,-1.1784586637411887,-2.2220961241912196,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-03 01:00:00,,,,,,125.63,9840.360945450622,0.0,,,,-1.5963905454937755,-2.6356142985494935,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-03 02:00:00,,,,,,126.63,9879.058341909196,0.0,,,,-1.2094165809080404,-2.252727100069596,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-03 03:00:00,,,,,,126.35,9868.223070900796,0.0,,,,-1.3177692909920324,-2.3599355156439628,38.69739645857337,4978.80702836005
hodl_50_50,2020-01-03 04:00:00,,,,,,129.13,9975.80183305563,0.0,,,,-0.2419816694437027,-1.2955091038698852,38.69739645857337,4978.80702836005
